Equipment_ID,Date,Planned_Production_Time_min,Run_Time_min,Ideal_Cycle_Time_min,Total_Count,Good_Count
EQ-1008,2025-06-16,480,452,1.26,305,292
EQ-1008,2025-06-17,480,444,1.13,271,269
EQ-1008,2025-06-18,480,438,1.37,371,371
EQ-1008,2025-06-19,480,460,1.12,379,376
EQ-1008,2025-06-20,480,464,1.26,343,338
EQ-1008,2025-06-21,480,461,1.5,318,314
EQ-1008,2025-06-22,480,444,0.8,300,292
EQ-1008,2025-06-23,480,438,0.94,315,307
EQ-1008,2025-06-24,480,459,1.44,313,308
EQ-1008,2025-06-25,480,463,1.38,359,359
EQ-1008,2025-06-26,480,480,1.31,376,376
EQ-1008,2025-06-27,480,463,0.88,253,241
EQ-1008,2025-06-28,480,453,0.85,308,308
EQ-1008,2025-06-29,480,465,0.96,319,306
EQ-1009,2025-01-01,480,457,0.96,363,354
EQ-1009,2025-01-02,480,463,0.83,262,255
EQ-1009,2025-01-03,480,438,1.12,362,358
EQ-1009,2025-01-04,480,458,1.27,328,327
EQ-1009,2025-01-05,480,447,1.27,279,270
EQ-1009,2025-01-06,480,425,1.12,316,310
EQ-1009,2025-01-07,480,475,1.02,256,249
EQ-1009,2025-01-08,480,432,0.97,317,304
EQ-1009,2025-01-09,480,460,1.4,356,344
EQ-1009,2025-01-10,480,434,1.17,258,248
EQ-1009,2025-01-11,480,457,1.08,377,374
EQ-1009,2025-01-12,480,427,0.85,321,321
EQ-1009,2025-01-13,480,474,0.97,273,259
EQ-1009,2025-01-14,480,426,0.93,312,304
EQ-1009,2025-01-15,480,452,0.96,311,298
EQ-1009,2025-01-16,480,430,1.41,375,363
EQ-1009,2025-01-17,480,450,1.03,347,347
EQ-1009,2025-01-18,480,423,1.04,395,389
EQ-1009,2025-01-19,480,456,1.01,391,385
EQ-1009,2025-01-20,480,425,1.39,271,269
EQ-1009,2025-01-21,480,447,1.0,306,295
EQ-1009,2025-01-22,480,429,1.44,374,374
EQ-1009,2025-01-23,480,480,1.41,314,312
EQ-1009,2025-01-24,480,422,0.97,265,254
EQ-1009,2025-01-25,480,480,1.4,275,264
EQ-1009,2025-01-26,480,422,1.39,266,258
EQ-1009,2025-01-27,480,466,1.42,320,309
EQ-1009,2025-01-28,480,449,1.41,327,321
EQ-1009,2025-01-29,480,464,1.28,259,258
EQ-1009,2025-01-30,480,449,1.15,319,314
EQ-1009,2025-01-31,480,434,1.09,378,373
EQ-1009,2025-02-01,480,436,1.18,395,390
EQ-1009,2025-02-02,480,468,0.93,272,263
EQ-1009,2025-02-03,480,455,1.47,293,283
EQ-1009,2025-02-04,480,426,1.31,285,273
EQ-1009,2025-02-05,480,479,1.07,318,306
EQ-1009,2025-02-06,480,443,1.33,346,340
EQ-1009,2025-02-07,480,455,1.07,327,315
EQ-1009,2025-02-08,480,452,1.34,316,310
EQ-1009,2025-02-09,480,423,0.9,320,318
EQ-1009,2025-02-10,480,474,1.24,331,321
EQ-1009,2025-02-11,480,429,1.37,310,297
EQ-1009,2025-02-12,480,474,1.24,352,343
EQ-1009,2025-02-13,480,421,1.38,398,385
EQ-1009,2025-02-14,480,434,0.89,323,321
EQ-1009,2025-02-15,480,449,1.01,305,297
EQ-1009,2025-02-16,480,435,1.05,277,277
EQ-1009,2025-02-17,480,445,1.13,379,365
EQ-1009,2025-02-18,480,456,1.16,262,248
EQ-1009,2025-02-19,480,455,1.28,271,257
EQ-1009,2025-02-20,480,444,1.02,323,315
EQ-1009,2025-02-21,480,440,1.05,366,361
EQ-1009,2025-02-22,480,448,0.86,359,352
EQ-1009,2025-02-23,480,449,0.86,306,305
EQ-1009,2025-02-24,480,472,1.14,311,304
EQ-1009,2025-02-25,480,431,1.04,266,262
EQ-1009,2025-02-26,480,463,1.48,334,330
EQ-1009,2025-02-27,480,464,1.42,323,311
EQ-1009,2025-02-28,480,463,0.94,350,338
EQ-1009,2025-03-01,480,452,0.94,263,263
EQ-1009,2025-03-02,480,461,1.04,331,321
EQ-1009,2025-03-03,480,437,1.21,296,286
EQ-1009,2025-03-04,480,466,0.83,328,318
EQ-1009,2025-03-05,480,429,0.95,268,259
EQ-1009,2025-03-06,480,463,1.14,341,341
EQ-1009,2025-03-07,480,448,1.38,380,379
EQ-1009,2025-03-08,480,448,1.44,266,255
EQ-1009,2025-03-09,480,438,1.1,312,310
EQ-1009,2025-03-10,480,429,1.36,348,341
EQ-1009,2025-03-11,480,435,1.35,367,361
EQ-1009,2025-03-12,480,427,1.32,393,386
EQ-1009,2025-03-13,480,471,1.08,298,290
EQ-1009,2025-03-14,480,473,0.84,393,384
EQ-1009,2025-03-15,480,465,1.32,341,336
EQ-1009,2025-03-16,480,467,1.14,320,312
EQ-1009,2025-03-17,480,474,1.18,339,326
EQ-1009,2025-03-18,480,461,1.14,370,358
EQ-1009,2025-03-19,480,455,0.95,317,305
EQ-1009,2025-03-20,480,451,1.47,391,380
EQ-1009,2025-03-21,480,468,1.01,293,293
EQ-1009,2025-03-22,480,437,1.23,375,374
EQ-1009,2025-03-23,480,441,0.89,297,294
EQ-1009,2025-03-24,480,468,0.83,336,322
EQ-1009,2025-03-25,480,479,1.26,297,286
EQ-1009,2025-03-26,480,426,0.91,295,293
EQ-1009,2025-03-27,480,467,1.31,315,312
EQ-1009,2025-03-28,480,435,1.2,293,281
EQ-1009,2025-03-29,480,463,0.85,349,344
EQ-1009,2025-03-30,480,451,1.03,372,367
EQ-1009,2025-03-31,480,475,1.03,320,318
EQ-1009,2025-04-01,480,444,0.94,302,292
EQ-1009,2025-04-02,480,466,1.34,318,308
EQ-1009,2025-04-03,480,458,1.1,371,367
EQ-1009,2025-04-04,480,478,1.35,258,244
EQ-1009,2025-04-05,480,460,0.94,266,257
EQ-1009,2025-04-06,480,443,1.32,370,360
EQ-1009,2025-04-07,480,426,1.4,374,372
EQ-1009,2025-04-08,480,469,1.47,263,254
EQ-1009,2025-04-09,480,447,0.94,368,355
EQ-1009,2025-04-10,480,464,0.84,371,371
EQ-1009,2025-04-11,480,469,1.35,364,364
EQ-1009,2025-04-12,480,439,0.84,390,389
EQ-1009,2025-04-13,480,463,1.3,370,367
EQ-1009,2025-04-14,480,464,1.31,379,368
EQ-1009,2025-04-15,480,430,1.3,255,248
EQ-1009,2025-04-16,480,472,1.14,376,365
EQ-1009,2025-04-17,480,428,1.09,388,377
EQ-1009,2025-04-18,480,445,1.31,361,354
EQ-1009,2025-04-19,480,431,0.86,263,258
EQ-1009,2025-04-20,480,431,0.99,398,387
EQ-1009,2025-04-21,480,458,0.85,269,262
EQ-1009,2025-04-22,480,443,1.15,378,369
EQ-1009,2025-04-23,480,437,1.39,293,288
EQ-1009,2025-04-24,480,464,1.4,371,366
EQ-1009,2025-04-25,480,430,1.24,287,280
EQ-1009,2025-04-26,480,475,0.86,398,391
EQ-1009,2025-04-27,480,457,1.23,375,369
EQ-1009,2025-04-28,480,453,1.13,267,260
EQ-1009,2025-04-29,480,433,0.87,345,334
EQ-1009,2025-04-30,480,424,0.88,323,310
EQ-1009,2025-05-01,480,455,1.34,281,272
EQ-1009,2025-05-02,480,424,1.13,272,271
EQ-1009,2025-05-03,480,452,0.84,375,369
EQ-1009,2025-05-04,480,479,1.3,282,278
EQ-1009,2025-05-05,480,430,0.98,333,331
EQ-1009,2025-05-06,480,457,1.2,395,382
EQ-1009,2025-05-07,480,428,1.23,279,268
EQ-1009,2025-05-08,480,423,0.87,388,387
EQ-1009,2025-05-09,480,456,1.2,262,255
EQ-1009,2025-05-10,480,444,1.0,396,395
EQ-1009,2025-05-11,480,427,1.0,272,262
EQ-1009,2025-05-12,480,447,0.92,389,382
EQ-1009,2025-05-13,480,424,0.84,385,384
EQ-1009,2025-05-14,480,452,1.18,262,260
EQ-1009,2025-05-15,480,423,0.95,353,343
EQ-1009,2025-05-16,480,470,1.16,325,324
EQ-1009,2025-05-17,480,444,1.32,331,319
EQ-1009,2025-05-18,480,444,1.22,251,237
EQ-1009,2025-05-19,480,465,1.08,337,326
EQ-1009,2025-05-20,480,444,0.82,322,308
EQ-1009,2025-05-21,480,468,1.18,323,320
EQ-1009,2025-05-22,480,466,0.99,359,358
EQ-1009,2025-05-23,480,441,0.94,376,370
EQ-1009,2025-05-24,480,466,1.08,348,334
EQ-1009,2025-05-25,480,480,0.93,334,329
EQ-1009,2025-05-26,480,444,0.95,357,348
EQ-1009,2025-05-27,480,436,1.5,334,322
EQ-1009,2025-05-28,480,477,1.11,372,359
EQ-1009,2025-05-29,480,456,1.39,302,293
EQ-1009,2025-05-30,480,433,0.81,339,335
EQ-1009,2025-05-31,480,476,0.83,258,247
EQ-1009,2025-06-01,480,446,1.44,277,270
EQ-1009,2025-06-02,480,468,0.89,359,358
EQ-1009,2025-06-03,480,467,1.11,358,349
EQ-1009,2025-06-04,480,448,0.87,317,313
EQ-1009,2025-06-05,480,444,0.95,354,347
EQ-1009,2025-06-06,480,424,1.45,323,313
EQ-1009,2025-06-07,480,452,0.96,392,388
EQ-1009,2025-06-08,480,469,1.07,300,291
EQ-1009,2025-06-09,480,465,1.47,344,343
EQ-1009,2025-06-10,480,469,1.3,274,268
EQ-1009,2025-06-11,480,472,0.97,350,348
EQ-1009,2025-06-12,480,446,1.41,395,385
EQ-1009,2025-06-13,480,447,1.18,370,364
EQ-1009,2025-06-14,480,440,1.33,253,241
EQ-1009,2025-06-15,480,465,0.89,277,268
EQ-1009,2025-06-16,480,439,0.84,318,317
EQ-1009,2025-06-17,480,464,1.06,345,336
EQ-1009,2025-06-18,480,446,1.08,340,333
EQ-1009,2025-06-19,480,443,1.2,339,339
EQ-1009,2025-06-20,480,422,1.36,381,381
EQ-1009,2025-06-21,480,457,1.09,379,379
EQ-1009,2025-06-22,480,434,0.89,375,361
EQ-1009,2025-06-23,480,438,1.06,297,295
EQ-1009,2025-06-24,480,465,1.15,373,364
EQ-1009,2025-06-25,480,477,1.18,392,382
EQ-1009,2025-06-26,480,431,1.46,362,357
EQ-1009,2025-06-27,480,469,1.4,373,373
EQ-1009,2025-06-28,480,450,1.18,305,302
EQ-1009,2025-06-29,480,428,1.41,336,331
